# Evoluation started on 2016/07/06 15:03:21
# Generation	   Best 	   Average 	   Worst
	  0		   0.023	   0.004	   0.000
	  1		   0.038	   0.010	   0.000
	  2		   0.051	   0.007	   0.000
	  3		   0.054	   0.004	   0.000
	  4		   0.025	   0.005	   0.000
	  5		   0.062	   0.011	   0.000
	  6		   0.065	   0.012	   0.000
	  7		   0.036	   0.011	   0.000
	  8		   0.033	   0.009	   0.000
	  9		   0.063	   0.009	   0.000
	 10		   0.042	   0.013	   0.000
	 11		   0.054	   0.018	   0.000
	 12		   0.056	   0.012	   0.000
	 13		   0.069	   0.020	   0.000
	 14		   0.072	   0.016	   0.002
	 15		   0.071	   0.017	   0.000
	 16		   0.061	   0.018	   0.000
	 17		   0.048	   0.010	   0.000
	 18		   0.069	   0.015	   0.000
	 19		   0.113	   0.028	   0.000
	 20		   0.069	   0.021	   0.000
	 21		   0.038	   0.011	   0.000
	 22		   0.044	   0.015	   0.000
	 23		   0.059	   0.018	   0.000
	 24		   0.069	   0.028	   0.000
	 25		   0.104	   0.027	   0.000
	 26		   0.066	   0.023	   0.000
	 27		   0.096	   0.033	   0.000
	 28		   0.095	   0.032	   0.000
	 29		   0.106	   0.031	   0.000
	 30		   0.072	   0.025	   0.000
	 31		   0.069	   0.023	   0.000
	 32		   0.093	   0.030	   0.000
	 33		   0.086	   0.032	   0.000
	 34		   0.070	   0.022	   0.000
	 35		   0.073	   0.017	   0.000
	 36		   0.104	   0.030	   0.000
	 37		   0.119	   0.042	   0.000
	 38		   0.091	   0.027	   0.000
	 39		   0.082	   0.021	   0.000
	 40		   0.105	   0.030	   0.000
	 41		   0.071	   0.020	   0.000
	 42		   0.089	   0.024	   0.000
	 43		   0.107	   0.031	   0.000
	 44		   0.089	   0.032	   0.000
	 45		   0.097	   0.039	   0.002
	 46		   0.165	   0.044	   0.000
	 47		   0.092	   0.024	   0.000
	 48		   0.080	   0.022	   0.000
	 49		   0.064	   0.025	   0.000
	 50		   0.107	   0.035	   0.004
	 51		   0.142	   0.042	   0.000
	 52		   0.085	   0.029	   0.000
	 53		   0.092	   0.031	   0.000
	 54		   0.128	   0.041	   0.000
	 55		   0.077	   0.014	   0.000
	 56		   0.085	   0.027	   0.000
	 57		   0.117	   0.036	   0.000
	 58		   0.113	   0.034	   0.000
	 59		   0.090	   0.031	   0.000
	 60		   0.118	   0.046	   0.000
	 61		   0.067	   0.026	   0.000
	 62		   0.072	   0.026	   0.000
	 63		   0.120	   0.043	   0.000
	 64		   0.093	   0.039	   0.006
	 65		   0.135	   0.027	   0.000
	 66		   0.120	   0.046	   0.002
	 67		   0.126	   0.051	   0.002
	 68		   0.075	   0.026	   0.000
	 69		   0.099	   0.040	   0.002
	 70		   0.095	   0.039	   0.000
	 71		   0.107	   0.041	   0.002
	 72		   0.084	   0.029	   0.000
	 73		   0.124	   0.045	   0.000
	 74		   0.100	   0.039	   0.000
	 75		   0.131	   0.044	   0.002
	 76		   0.116	   0.041	   0.000
	 77		   0.115	   0.040	   0.000
	 78		   0.104	   0.038	   0.000
	 79		   0.097	   0.039	   0.000
	 80		   0.098	   0.034	   0.000
	 81		   0.084	   0.024	   0.002
	 82		   0.125	   0.044	   0.000
	 83		   0.100	   0.039	   0.002
	 84		   0.146	   0.040	   0.000
	 85		   0.104	   0.038	   0.002
	 86		   0.125	   0.032	   0.002
	 87		   0.131	   0.033	   0.000
	 88		   0.117	   0.035	   0.000
	 89		   0.095	   0.028	   0.000
	 90		   0.108	   0.040	   0.002
	 91		   0.100	   0.025	   0.000
	 92		   0.102	   0.038	   0.000
	 93		   0.119	   0.044	   0.002
	 94		   0.153	   0.063	   0.000
	 95		   0.125	   0.048	   0.000
	 96		   0.157	   0.068	   0.000
	 97		   0.097	   0.037	   0.000
	 98		   0.103	   0.057	   0.009
	 99		   0.122	   0.059	   0.004
	100		   0.141	   0.055	   0.000
	101		   0.110	   0.041	   0.000
	102		   0.152	   0.067	   0.006
	103		   0.106	   0.041	   0.000
	104		   0.132	   0.046	   0.000
	105		   0.140	   0.057	   0.000
	106		   0.104	   0.040	   0.002
	107		   0.122	   0.035	   0.000
	108		   0.154	   0.065	   0.000
	109		   0.166	   0.071	   0.006
	110		   0.110	   0.046	   0.002
	111		   0.161	   0.066	   0.006
	112		   0.120	   0.052	   0.012
	113		   0.123	   0.056	   0.002
	114		   0.122	   0.050	   0.000
	115		   0.151	   0.062	   0.000
	116		   0.171	   0.050	   0.000
	117		   0.106	   0.034	   0.000
	118		   0.098	   0.042	   0.000
	119		   0.122	   0.047	   0.000
	120		   0.121	   0.043	   0.000
	121		   0.112	   0.043	   0.000
	122		   0.154	   0.051	   0.000
	123		   0.138	   0.047	   0.000
	124		   0.130	   0.047	   0.000
	125		   0.132	   0.048	   0.000
	126		   0.104	   0.042	   0.000
	127		   0.136	   0.032	   0.000
	128		   0.114	   0.045	   0.000
	129		   0.162	   0.058	   0.000
	130		   0.138	   0.047	   0.000
	131		   0.149	   0.055	   0.000
	132		   0.173	   0.052	   0.000
	133		   0.121	   0.030	   0.000
	134		   0.115	   0.035	   0.002
	135		   0.139	   0.055	   0.006
	136		   0.162	   0.053	   0.000
	137		   0.147	   0.050	   0.000
	138		   0.142	   0.047	   0.000
	139		   0.130	   0.032	   0.000
	140		   0.133	   0.045	   0.002
	141		   0.102	   0.027	   0.000
	142		   0.109	   0.041	   0.000
	143		   0.130	   0.034	   0.000
	144		   0.146	   0.056	   0.000
	145		   0.144	   0.046	   0.002
	146		   0.124	   0.041	   0.000
	147		   0.158	   0.047	   0.000
	148		   0.131	   0.046	   0.002
	149		   0.152	   0.053	   0.000
	150		   0.113	   0.037	   0.000
	151		   0.152	   0.039	   0.000
	152		   0.134	   0.051	   0.000
	153		   0.186	   0.058	   0.002
	154		   0.181	   0.077	   0.007
	155		   0.125	   0.056	   0.005
	156		   0.108	   0.045	   0.004
	157		   0.125	   0.052	   0.002
	158		   0.137	   0.064	   0.012
	159		   0.101	   0.039	   0.002
	160		   0.108	   0.037	   0.000
	161		   0.149	   0.055	   0.000
	162		   0.142	   0.050	   0.000
	163		   0.139	   0.046	   0.004
	164		   0.112	   0.030	   0.004
	165		   0.106	   0.041	   0.002
	166		   0.142	   0.049	   0.004
	167		   0.136	   0.046	   0.000
	168		   0.107	   0.040	   0.000
	169		   0.166	   0.070	   0.008
	170		   0.157	   0.048	   0.006
	171		   0.139	   0.051	   0.000
	172		   0.147	   0.045	   0.002
	173		   0.118	   0.039	   0.000
	174		   0.127	   0.034	   0.000
	175		   0.088	   0.024	   0.000
	176		   0.110	   0.031	   0.000
	177		   0.134	   0.045	   0.002
	178		   0.123	   0.042	   0.002
	179		   0.119	   0.028	   0.000
	180		   0.108	   0.038	   0.000
	181		   0.163	   0.045	   0.006
	182		   0.129	   0.035	   0.000
	183		   0.148	   0.042	   0.000
	184		   0.124	   0.044	   0.000
	185		   0.102	   0.040	   0.002
	186		   0.149	   0.051	   0.000
	187		   0.146	   0.067	   0.004
	188		   0.117	   0.049	   0.000
	189		   0.096	   0.040	   0.002
	190		   0.155	   0.052	   0.000
	191		   0.104	   0.038	   0.000
	192		   0.139	   0.046	   0.002
	193		   0.130	   0.039	   0.000
	194		   0.118	   0.044	   0.002
	195		   0.145	   0.063	   0.003
	196		   0.195	   0.062	   0.000
	197		   0.149	   0.047	   0.000
	198		   0.140	   0.058	   0.010
	199		   0.155	   0.074	   0.006
	200		   0.148	   0.062	   0.004
	201		   0.137	   0.062	   0.008
	202		   0.154	   0.059	   0.000
	203		   0.106	   0.045	   0.002
	204		   0.133	   0.055	   0.002
	205		   0.164	   0.071	   0.004
	206		   0.120	   0.051	   0.004
	207		   0.160	   0.064	   0.006
	208		   0.144	   0.057	   0.004
	209		   0.130	   0.059	   0.000
	210		   0.128	   0.051	   0.005
	211		   0.135	   0.066	   0.002
	212		   0.121	   0.051	   0.000
	213		   0.149	   0.061	   0.005
	214		   0.103	   0.050	   0.005
	215		   0.116	   0.043	   0.004
	216		   0.126	   0.052	   0.005
	217		   0.107	   0.043	   0.000
	218		   0.150	   0.048	   0.000
	219		   0.151	   0.072	   0.004
